month,from,to,distance_km,start_time,end_time
12,Kirchhain,Salzgitter,182.33,2024-12-06T09:48:55Z,2024-12-06T12:26:39Z
12,Salzgitter,Berlin,210.59,2024-12-06T13:08:03Z,2024-12-06T16:17:28Z
12,Berlin,Berlin,6.3,2024-12-06T17:19:26Z,2024-12-06T17:46:10Z
12,Berlin,Berlin,0.58,2024-12-06T19:51:37Z,2024-12-06T20:01:42Z
12,Berlin,Berlin,0.56,2024-12-06T21:13:51Z,2024-12-06T21:23:57Z
12,Berlin,Berlin,6.43,2024-12-07T07:30:23Z,2024-12-07T07:48:29Z
12,Berlin,Berlin,0.08,2024-12-07T07:55:21Z,2024-12-07T08:16:42Z
12,Berlin,Berlin,6.37,2024-12-08T10:38:13Z,2024-12-08T10:57:49Z
12,Berlin,Berlin,6.27,2024-12-08T13:50:29Z,2024-12-08T14:10:53Z
12,Berlin,Berlin,0.16,2024-12-08T14:34:52Z,2024-12-08T14:42:54Z
12,Berlin,Berlin,0.09,2024-12-08T16:40:19Z,2024-12-08T16:42:20Z
12,Berlin,Berlin,0.29,2024-12-08T18:06:27Z,2024-12-08T18:16:35Z
12,Berlin,Berlin,5.83,2024-12-08T18:16:35Z,2024-12-08T18:32:54Z
12,Berlin,Berlin,0.15,2024-12-09T08:24:24Z,2024-12-09T08:30:25Z
12,Berlin,Berlin,5.94,2024-12-09T08:30:25Z,2024-12-09T08:50:57Z
12,Berlin,Berlin,0.08,2024-12-09T08:50:57Z,2024-12-09T08:52:57Z
12,Berlin,Berlin,0.14,2024-12-09T12:07:47Z,2024-12-09T12:12:35Z
12,Berlin,Teupitz,44.55,2024-12-09T12:12:35Z,2024-12-09T12:59:54Z
12,Teupitz,Ústí nad Labem,158.56,2024-12-09T13:28:12Z,2024-12-09T15:32:23Z
12,Ústí nad Labem,Capital City of Prague,75.97,2024-12-09T15:55:28Z,2024-12-09T16:48:35Z
12,Capital City of Prague,Chvalovice,187.99,2024-12-09T17:08:14Z,2024-12-09T20:06:42Z
12,Chvalovice,Vienna,66.05,2024-12-09T20:16:30Z,2024-12-09T21:22:04Z
12,Vienna,Weppersdorf,69.02,2024-12-09T21:46:10Z,2024-12-09T22:57:36Z
12,Weppersdorf,Weppersdorf,1.03,2024-12-11T09:51:25Z,2024-12-11T09:58:14Z
12,Weppersdorf,Weppersdorf,0.54,2024-12-11T10:02:28Z,2024-12-11T10:08:28Z
12,Grad Slunj,Općina Tounj,8.64,2024-12-12T09:13:03Z,2024-12-12T10:01:27Z
12,Grad Ogulin,Durmanec,120.88,2024-12-12T10:07:15Z,2024-12-12T11:35:42Z
12,Durmanec,Sankt Johann in der Haide,115.97,2024-12-12T11:43:42Z,2024-12-12T13:29:56Z
12,Sankt Johann in der Haide,Weppersdorf,44.17,2024-12-12T14:44:50Z,2024-12-12T15:48:44Z
12,Weppersdorf,Weppersdorf,1.01,2024-12-13T08:18:31Z,2024-12-13T08:22:11Z
12,Weppersdorf,Weppersdorf,1.03,2024-12-13T08:26:30Z,2024-12-13T08:28:31Z
12,Weppersdorf,Weppersdorf,0.29,2024-12-13T08:54:46Z,2024-12-13T09:12:58Z
12,Weppersdorf,Mattersburg,16.22,2024-12-13T14:48:47Z,2024-12-13T15:24:37Z
12,Mattersburg,Weppersdorf,15.99,2024-12-13T16:03:22Z,2024-12-13T16:24:14Z
12,Weppersdorf,Weppersdorf,1.03,2024-12-16T10:18:58Z,2024-12-16T10:30:20Z
12,Weppersdorf,Weppersdorf,0.5,2024-12-16T10:53:27Z,2024-12-16T11:05:12Z
12,Weppersdorf,Kaisersdorf,4.72,2024-12-16T11:11:13Z,2024-12-16T11:23:17Z
12,Kaisersdorf,Weppersdorf,5.89,2024-12-16T11:27:24Z,2024-12-16T11:39:27Z
12,Weppersdorf,Vienna,70.89,2024-12-17T21:02:32.097Z,2024-12-18T09:18:30Z
12,Vienna,Vienna,5.76,2024-12-18T11:58:05Z,2024-12-18T12:18:18Z
12,Vienna,Weppersdorf,68.85,2024-12-18T14:27:01Z,2024-12-18T15:44:09Z
12,Weppersdorf,Vienna,66.6,2024-12-19T09:52:50Z,2024-12-19T10:55:23Z
12,Vienna,Vienna,4.96,2024-12-19T12:24:06Z,2024-12-19T12:47:22Z
12,Vienna,Weppersdorf,62.29,2024-12-19T15:29:25Z,2024-12-19T16:27:01Z
12,Weppersdorf,Wiener Neustadt,27.36,2024-12-20T05:15:54.399Z,2024-12-20T17:43:46Z
12,Wiener Neustadt,Weppersdorf,27.34,2024-12-20T17:59:40Z,2024-12-20T18:23:16Z
12,Weppersdorf,Kirchschlag in der Buckligen Welt,13.57,2024-12-21T07:23:44Z,2024-12-21T07:46:54Z
12,Kirchschlag in der Buckligen Welt,Vienna,74.94,2024-12-21T07:56:00Z,2024-12-21T09:20:28Z
12,Vienna,Vienna,7.7,2024-12-21T09:30:37Z,2024-12-21T10:00:23Z
12,Vienna,Vienna,0.4,2024-12-21T10:00:23Z,2024-12-21T10:16:25Z
12,Vienna,Vienna,0.4,2024-12-21T11:54:28Z,2024-12-21T12:20:34Z
12,Vienna,Vienna,0.53,2024-12-21T13:54:13Z,2024-12-21T14:08:18Z
12,Vienna,Weppersdorf,68.72,2024-12-21T14:21:21Z,2024-12-21T15:30:01Z
12,Weppersdorf,Donnerskirchen,38.11,2024-12-22T16:21:42Z,2024-12-22T17:04:47Z
12,Donnerskirchen,Weppersdorf,38.14,2024-12-22T17:10:23Z,2024-12-22T17:45:44Z
12,Weppersdorf,Weppersdorf,1.04,2024-12-23T08:16:27Z,2024-12-23T08:20:28Z
12,Weppersdorf,Wiener Neustadt,30.5,2024-12-23T08:29:07Z,2024-12-23T09:01:23Z
12,Wiener Neustadt,Bad Fischau-Brunn,1.91,2024-12-23T09:07:33Z,2024-12-23T09:30:00Z
12,Bad Fischau-Brunn,Wiener Neustadt,0.29,2024-12-23T09:56:06Z,2024-12-23T10:00:09Z
12,Wiener Neustadt,Bad Fischau-Brunn,2.51,2024-12-23T10:20:12Z,2024-12-23T10:31:19Z
12,Bad Fischau-Brunn,Weppersdorf,32.89,2024-12-23T11:29:49Z,2024-12-23T11:55:41Z
12,Weppersdorf,Stoob Süd,9.36,2024-12-24T10:25:14Z,2024-12-24T10:35:12Z
12,Stoob Süd,Weppersdorf,9.37,2024-12-24T11:20:25Z,2024-12-24T11:32:28Z
12,Weppersdorf,Vienna,67.6,2024-12-26T02:06:48.646Z,2024-12-28T11:34:23Z
12,Vienna,Wolfsgraben,14.63,2024-12-28T14:10:31Z,2024-12-28T14:42:30Z
12,Wolfsgraben,Bad Fischau-Brunn,35.7,2024-12-28T14:55:37Z,2024-12-28T15:42:29Z
12,Weppersdorf,Stoob Süd,9.35,2024-12-29T17:48:29.833Z,2024-12-31T08:40:24Z
12,Stoob Süd,Weppersdorf,9.08,2024-12-31T09:10:13Z,2024-12-31T09:34:03Z
12,Weppersdorf,Mattersburg,18.01,2024-12-31T12:50:48Z,2024-12-31T13:07:02Z
12,Mattersburg,Mattersburg,1.1,2024-12-31T13:48:05Z,2024-12-31T13:49:29Z
12,Mattersburg,Weppersdorf,17.41,2024-12-31T13:58:23Z,2024-12-31T14:18:32Z
